"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"SatuSehatFamilyMemberHistory","FamilyMemberHistory.date","FamilyMemberHistory.date","","","",0,1,"","","Y","dateTime {[]} {[]}
","When history was recorded or last updated","Berisi data tanggal riwayat penyakit keluarga dicatatkan atau diperbaharui denga tipe data dateTime, dengan format yang diperbolehkan YYYY, YYYY-MM, YYYY-MM-DD atau YYYY-MM-DDThh:mm:ss+zz:zz.","This should be captured even if the same as the date on the List aggregating the full family history.","Allows determination of how current the summary is.","","","","","","","",,,,,"",,,,"FamilyMemberHistory.date",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatFamilyMemberHistory","FamilyMemberHistory.name","FamilyMemberHistory.name","","","",0,1,"","","Y","string {[]} {[]}
","The family member described","Berisi data nama atau deskripsi keluarga yang memiliki riwayat penyakit dengan tipe data string.","","Allows greater ease in ensuring the same person is being talked about.","","","","","","","",,,,,"",,,,"FamilyMemberHistory.name",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatFamilyMemberHistory","FamilyMemberHistory.relationship","FamilyMemberHistory.relationship","","","",1,1,"","","Y","CodeableConcept {[]} {[]}
","Relationship to the subject","Berisi data hubungan antara keluarga yang memiliki riwayat penyakit dengan pasien, dengan tipe data CodeableConcept.","","","","","","","","","",,"example","The nature of the relationship between the patient and the related person being described in the family member history.","http://terminology.hl7.org/ValueSet/v3-FamilyMember","",,,,"FamilyMemberHistory.relationship",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatFamilyMemberHistory","FamilyMemberHistory.sex","FamilyMemberHistory.sex","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","male | female | other | unknown","Berisi data jenis kelamin saat lahir keluarga yang memiliki riwayat penyakit dengan tipe data CodeableConcept.","This element should ideally reflect whether the individual is genetically male or female.  However, as reported information based on the knowledge of the patient or reporting friend/relative, there may be situations where the reported sex might not be totally accurate.  E.g. 'Aunt Sue' might be XY rather than XX.  Questions soliciting this information should be phrased to encourage capture of genetic sex where known.  However, systems performing analysis should also allow for the possibility of imprecision with this element.","Not all relationship codes imply sex and the relative's sex can be relevant for risk assessments.","","","","","","","",,"extensible","Codes describing the sex assigned at birth as documented on the birth registration.","http://hl7.org/fhir/ValueSet/administrative-gender|4.0.1","",,,,"FamilyMemberHistory.sex",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatFamilyMemberHistory","FamilyMemberHistory.born[x]","FamilyMemberHistory.born[x]","","","",0,1,"","","","Period {[]} {[]}
date {[]} {[]}string {[]} {[]}","(approximate) date of birth","Berisi data tanggal lahir aktual atau perkiraan dari keluarga.","","Allows calculation of the relative's age.","","","","","","","",,,,,"","type:$this}
","",,"closed","FamilyMemberHistory.born[x]",0,1,"fhs-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatFamilyMemberHistory","FamilyMemberHistory.born[x]:bornPeriod","FamilyMemberHistory.born[x]","bornPeriod","","",0,1,"","","","Period {[]} {[]}
","(approximate) date of birth","Berisi data tanggal lahir aktual atau perkiraan dari keluarga dengan tipe data Period.","","Allows calculation of the relative's age.","","","","","","","",,,,,"",,,,"FamilyMemberHistory.born[x]",0,1,"fhs-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatFamilyMemberHistory","FamilyMemberHistory.born[x]:bornDate","FamilyMemberHistory.born[x]","bornDate","","",0,1,"","","","date {[]} {[]}
","(approximate) date of birth","Berisi data tanggal lahir aktual atau perkiraan dari keluarga dengan tipe data date.","","Allows calculation of the relative's age.","","","","","","","",,,,,"",,,,"FamilyMemberHistory.born[x]",0,1,"fhs-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatFamilyMemberHistory","FamilyMemberHistory.born[x]:bornString","FamilyMemberHistory.born[x]","bornString","","",0,1,"","","","string {[]} {[]}
","(approximate) date of birth","Berisi data tanggal lahir aktual atau perkiraan dari keluarga dengan tipe data string.","","Allows calculation of the relative's age.","","","","","","","",,,,,"",,,,"FamilyMemberHistory.born[x]",0,1,"fhs-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatFamilyMemberHistory","FamilyMemberHistory.age[x]","FamilyMemberHistory.age[x]","","","",0,1,"","","Y","Age {[]} {[]}
Range {[]} {[]}string {[]} {[]}","(approximate) age","Berisi data usia aktual atau perkiraan dari keluarga saat riwayat penyakit dicatatkan.","use estimatedAge to indicate whether the age is actual or not.","While age can be calculated from date of birth, sometimes recording age directly is more natural for clinicians.","","","","","","","",,,,,"","type:$this}
","",,"closed","FamilyMemberHistory.age[x]",0,1,"fhs-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatFamilyMemberHistory","FamilyMemberHistory.age[x]:ageAge","FamilyMemberHistory.age[x]","ageAge","","",0,1,"","","Y","Age {[]} {[]}
","(approximate) age","Berisi data usia aktual atau perkiraan dari keluarga saat riwayat penyakit dicatatkan dengan tipe data Age.","use estimatedAge to indicate whether the age is actual or not.","While age can be calculated from date of birth, sometimes recording age directly is more natural for clinicians.","","","","","","","",,,,,"",,,,"FamilyMemberHistory.age[x]",0,1,"fhs-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatFamilyMemberHistory","FamilyMemberHistory.age[x]:ageRange","FamilyMemberHistory.age[x]","ageRange","","",0,1,"","","Y","Range {[]} {[]}
","(approximate) age","Berisi data usia aktual atau perkiraan dari keluarga saat riwayat penyakit dicatatkan dengan tipe data Range.","use estimatedAge to indicate whether the age is actual or not.","While age can be calculated from date of birth, sometimes recording age directly is more natural for clinicians.","","","","","","","",,,,,"",,,,"FamilyMemberHistory.age[x]",0,1,"fhs-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatFamilyMemberHistory","FamilyMemberHistory.age[x]:ageString","FamilyMemberHistory.age[x]","ageString","","",0,1,"","","Y","string {[]} {[]}
","(approximate) age","Berisi data usia aktual atau perkiraan dari keluarga saat riwayat penyakit dicatatkan dengan tipe data string.","use estimatedAge to indicate whether the age is actual or not.","While age can be calculated from date of birth, sometimes recording age directly is more natural for clinicians.","","","","","","","",,,,,"",,,,"FamilyMemberHistory.age[x]",0,1,"fhs-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatFamilyMemberHistory","FamilyMemberHistory.estimatedAge","FamilyMemberHistory.estimatedAge","","","",0,1,"","","Y","boolean {[]} {[]}
","Age is estimated?","Berisi data yang mengindikasikan apakah FamilyMemberHistory.age[x] merupakan usia aktual atau perkiraan dengan format pengisian adalah boolean.","This element is labeled as a modifier because the fact that age is estimated can/should change the results of any algorithm that calculates based on the specified age.","Clinicians often prefer to specify an estimaged age rather than an age range.","","It is unknown whether the age is an estimate or not","","","","","",,,,,"",,,,"FamilyMemberHistory.estimatedAge",0,1,"fhs-2
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatFamilyMemberHistory","FamilyMemberHistory.deceased[x]","FamilyMemberHistory.deceased[x]","","","",0,1,"","","Y","boolean {[]} {[]}
Age {[]} {[]}Range {[]} {[]}date {[]} {[]}string {[]} {[]}","Dead? How old/when?","Berisi data flagging untuk kematian atau usia aktual atau perkiraan kematian dari keluarga yang memiliki riwayat penyakit.","","","","","","","","","",,,,,"","type:$this}
","",,"closed","FamilyMemberHistory.deceased[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatFamilyMemberHistory","FamilyMemberHistory.deceased[x]:deceasedBoolean","FamilyMemberHistory.deceased[x]","deceasedBoolean","","",0,1,"","","Y","boolean {[]} {[]}
","Dead? How old/when?","Berisi data flagging untuk kematian atau usia aktual atau perkiraan kematian dari keluarga yang memiliki riwayat penyakit dengan tipe data boolean.","","","","","","","","","",,,,,"",,,,"FamilyMemberHistory.deceased[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
